ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
2606058GD42G01,Đã hủy,234292498254890,2026-06-05 00:14:59,--,2026-06-05 00:11:28,Nghia Furniture,122012647,Shopee Mall(Non-CB),40211677322,"Ghế công thái học Nghia Furniture Yami, Khung nhôm nguyên khối, Piston Class 4, Lưới wintex Hàn Quốc",261146542170,Normal Product,,Nhà cửa & Đời sống,Nội thất,"Ghế, ghế dài, ghế đẩu",6500000,0,XTRA Comm,,0,4867500,4.00%,0,2.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2606020X7N27Q2,Hoàn thành,234032469227828,2026-06-02 00:01:09,2026-06-06 10:05:45,2026-06-01 21:44:52,empti.club,884918510,Preferred(Non-CB),27033993782,ÁO KHOÁC BOXY HOODIE ZIP PRIVATE CLUB EMPTI AK-09,340296867270,Normal Product,,Thời Trang Nữ,Áo khoác,Áo khoác ngoài,329000,1,XTRA Comm,,241020,,7.00%,16871.4,2.00%,4820.4,21691.8,16871.4,4820.4,21691.8,,0,0.00%,0,100.00%,21691.8,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
26060106A41DM7,Hoàn thành,234006782234774,2026-06-01 16:53:02,2026-06-06 14:36:22,2026-06-01 16:51:54,September 7th,286660059,C2C(Non-CB),6042792841,"[25 Màu] Áo Polo Nam 100% Cotton September 7th - chất liệu dệt kim, mềm mịn, thấm hút mồ hôi, không bai xù, bạc màu",228288040463,Normal Product,,Thời Trang Nam,Áo,Áo polo,169000,1,XTRA Comm,,151600,,7.00%,10612,2.00%,3032,13644,10612,3032,13644,,0,0.00%,0,100.00%,13644,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Facebook
260601UH18QH6S,Đã hủy,233946009268839,2026-06-01 00:00:09,--,2026-05-31 22:54:42,Tín Phong Shop,126828504,Preferred(Non-CB),29777583812,Nắp đậy bảo quản thực phẩm nhựa PC trong suốt chịu nhiệt sử dụng được cho lò vi sóng,290236258841,Normal Product,,Nhà cửa & Đời sống,Bộ đồ bàn ăn,Lồng bàn,39500,0,XTRA Comm,,0,31600,4.00%,0,15.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng bị hủy bởi người bán.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260531T67A6NH1,Hoàn thành,233900041234260,2026-05-31 11:14:01,2026-06-05 11:32:36,2026-05-30 22:32:51,Hoa Mai Clothing,1697434619,Preferred(Non-CB),53408561357,SAO line kitten áp dụng cho iPhone16pro sáng tạo điện thoại vỏ 1514 chính xác 1312 mới,325758897821,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,"Vỏ bao, Ốp lưng & Miếng dán",36771,1,XTRA Comm,,24771,,4.00%,990.84,10.00%,2477.1,3467.94,990.84,2477.1,3467.94,,0,0.00%,0,100.00%,3467.94,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260531S0M1JXRH,Hoàn thành,233859666215640,2026-05-31 00:01:06,2026-06-05 15:11:51,2026-05-30 22:33:36,bycamcam,574105684,Preferred(Non-CB),55454910036,Áo Sơ Mi Tay Ngắn Thô Kate 𝑩𝒚𝒄𝒂𝒎𝒄𝒂𝒎 Màu Trắng Hồng Pastel Hàn Quốc AMN506,445453147112,Normal Product,,Thời Trang Nữ,Áo,Áo sơ mi,189000,1,XTRA Comm,,140400,,7.00%,9828,2.00%,2808,12636,9828,2808,12636,,0,0.00%,0,100.00%,12636,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260531S0M1JXRG,Hoàn thành,233859666215640,2026-05-31 00:01:06,2026-06-05 11:10:15,2026-05-30 22:33:10,Areum.room_,1167568788,Preferred(Non-CB),27292010220,AREUM Chân váy lửng SUMI Skirt vải kaki đơn giản kiểu Nhật,234526563852,Normal Product,,Thời Trang Nữ,Váy,,270000,1,XTRA Comm,,210600,,7.00%,14742,5.00%,10530,25272,14742,10530,25272,,0,0.00%,0,100.00%,25272,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260530PG3JHSXJ,Hoàn thành,233773214238049,2026-05-30 00:00:14,2026-06-05 10:42:19,2026-05-29 00:05:10,MayhomeStore 28 Hoàng Liệt,348210672,Preferred(Non-CB),28617366677,"Phụ Kiện Thay Thế Robot Roborock Qrevo Pro, Qrevo MaxV, Qrevo S, Qrevo Plus, P10 Pro, P10S, P10S Pure/",252011632187,Normal Product,,Thiết Bị Điện Gia Dụng,Thiết bị điện gia dụng nhỏ,Máy hút bụi & Thiết bị làm sạch sàn,50000,1,XTRA Comm,,39000,,4.00%,1560,6.00%,2340,3900,10420.8,15631.2,26052,,0,0.00%,0,100.00%,26052,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260530PG3JHSXJ,Hoàn thành,233773214238049,2026-05-30 00:00:14,2026-06-05 10:42:19,2026-05-29 00:05:10,MayhomeStore 28 Hoàng Liệt,348210672,Preferred(Non-CB),28617366677,"Phụ Kiện Thay Thế Robot Roborock Qrevo Pro, Qrevo MaxV, Qrevo S, Qrevo Plus, P10 Pro, P10S, P10S Pure/",252011632188,Normal Product,,Thiết Bị Điện Gia Dụng,Thiết bị điện gia dụng nhỏ,Máy hút bụi & Thiết bị làm sạch sàn,36000,1,XTRA Comm,,28080,,4.00%,1123.2,6.00%,1684.8,2808,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260530PG3JHSXJ,Hoàn thành,233773214238049,2026-05-30 00:00:14,2026-06-05 10:42:19,2026-05-29 00:05:10,MayhomeStore 28 Hoàng Liệt,348210672,Preferred(Non-CB),28617366677,"Phụ Kiện Thay Thế Robot Roborock Qrevo Pro, Qrevo MaxV, Qrevo S, Qrevo Plus, P10 Pro, P10S, P10S Pure/",252011632179,Normal Product,,Thiết Bị Điện Gia Dụng,Thiết bị điện gia dụng nhỏ,Máy hút bụi & Thiết bị làm sạch sàn,98000,1,XTRA Comm,,76440,,4.00%,3057.6,6.00%,4586.4,7644,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260530PG3JHSXJ,Hoàn thành,233773214238049,2026-05-30 00:00:14,2026-06-05 10:42:19,2026-05-29 00:05:10,MayhomeStore 28 Hoàng Liệt,348210672,Preferred(Non-CB),28617366677,"Phụ Kiện Thay Thế Robot Roborock Qrevo Pro, Qrevo MaxV, Qrevo S, Qrevo Plus, P10 Pro, P10S, P10S Pure/",252011632182,Normal Product,,Thiết Bị Điện Gia Dụng,Thiết bị điện gia dụng nhỏ,Máy hút bụi & Thiết bị làm sạch sàn,24000,2,XTRA Comm,,37440,,4.00%,1497.6,6.00%,2246.4,3744,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260530PG3JHSXJ,Hoàn thành,233773214238049,2026-05-30 00:00:14,2026-06-05 10:42:19,2026-05-29 00:05:10,MayhomeStore 28 Hoàng Liệt,348210672,Preferred(Non-CB),28617366677,"Phụ Kiện Thay Thế Robot Roborock Qrevo Pro, Qrevo MaxV, Qrevo S, Qrevo Plus, P10 Pro, P10S, P10S Pure/",252011632185,Normal Product,,Thiết Bị Điện Gia Dụng,Thiết bị điện gia dụng nhỏ,Máy hút bụi & Thiết bị làm sạch sàn,76000,1,XTRA Comm,,59280,,4.00%,2371.2,6.00%,3556.8,5928,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260530PG3JHSXJ,Hoàn thành,233773214238049,2026-05-30 00:00:14,2026-06-05 10:42:19,2026-05-29 00:05:10,MayhomeStore 28 Hoàng Liệt,348210672,Preferred(Non-CB),28617366677,"Phụ Kiện Thay Thế Robot Roborock Qrevo Pro, Qrevo MaxV, Qrevo S, Qrevo Plus, P10 Pro, P10S, P10S Pure/",252011632186,Normal Product,,Thiết Bị Điện Gia Dụng,Thiết bị điện gia dụng nhỏ,Máy hút bụi & Thiết bị làm sạch sàn,26000,1,XTRA Comm,,20280,,4.00%,811.2,6.00%,1216.8,2028,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260528JYVGM8Q3,Hoàn thành,233652718259511,2026-05-28 14:31:59,2026-06-03 11:24:22,2026-05-27 21:51:33,MINH NGỌC X SHOP,724381780,Preferred(Non-CB),15367340753,Dầu gội xả phục hồi nấm đa tầng Truffle WEILAIYA 450ML,302120232744,Normal Product,,Sắc Đẹp,Chăm sóc tóc,Dầu gội,580000,1,Shopee Comm,,464000,,4.00%,18560,0.00%,0,18560,18560,0,18560,,0,0.00%,0,100.00%,18560,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260528HF7FWV6R,Hoàn thành,233600473263371,2026-05-28 00:01:14,2026-06-02 11:02:24,2026-05-27 13:44:21,Nhà Của Khỉ,300067890,Preferred(Non-CB),20690389658,Kính Mát Phân Cực chống tia UV400 KDEAM Siêu Nhẹ  Phong Cách Cổ Điển Thời Trang Cho Nam Và Nữ,250572765113,Normal Product,,Phụ Kiện Thời Trang,Kính mắt,Kính mát,218700,1,Shopee Comm,,170586,,7.00%,11941.02,0.00%,0,11941.02,11941.02,0,11941.02,,0,0.00%,0,100.00%,11941.02,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260527GHYX6W3W,Hoàn thành,233569082294411,2026-05-27 15:18:23,2026-06-01 11:47:16,2026-05-27 15:17:47,VXPS PET CLINIC,77260202,Preferred(Non-CB),28076275494,"Nexgard combo - 1 tuýp nhỏ gáy phòng diệt ve rận, rận tai, tẩy giun dành cho mèo",178712231804,Normal Product,,Chăm Sóc Thú Cưng,Chăm sóc sức khỏe,Khác,319109,1,Shopee Comm,,261669,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260527F05464MG,Hoàn thành,233515568247762,2026-05-27 00:26:12,2026-06-01 11:11:33,2026-05-27 00:25:47,SHOP PHỤ KIỆN SKY,449168894,Preferred(Non-CB),16578294068,[QUÀ TẶNG KHÁCH VIP] Miếng Dán Mèo Thần Tài gắn ốp lưng điện thoại Mạ Vàng Mang Tới Tài Lộc [SKY 426],380839951945,Normal Product,433570171142220_0_0,Điện Thoại & Phụ Kiện,Phụ kiện,Miếng dán màn hình,0,1,XTRA Comm,,0,,4.00%,0,10.00%,0,0,2512.8,6282,8794.8,,0,0.00%,0,100.00%,8794.8,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260527F05464MG,Hoàn thành,233515568247762,2026-05-27 00:26:12,2026-06-01 11:11:33,2026-05-27 00:25:47,SHOP PHỤ KIỆN SKY,449168894,Preferred(Non-CB),19054879576,[QUÀ TẶNG GIẤY LAU] Khăn lau 1 và 2 mếng lau vệ sinh màn hình điện thoại [L512],415910742551,Normal Product,433570171142220_0_0,Điện Thoại & Phụ Kiện,Phụ kiện,Miếng dán màn hình,0,1,XTRA Comm,,0,,4.00%,0,10.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260527F05464MG,Hoàn thành,233515568247762,2026-05-27 00:26:12,2026-06-01 11:11:33,2026-05-27 00:25:47,SHOP PHỤ KIỆN SKY,449168894,Preferred(Non-CB),21654370840,Cường lực 4D chống nhìn trộm cho iphone 14 pro max 13 pro max 12 pro max 11 pro max xs max x xr 7 8 plus 15 16 17 ProMax,291604554692,Normal Product,433570171142220_0_0,Điện Thoại & Phụ Kiện,Phụ kiện,Miếng dán màn hình,34900,2,XTRA Comm,,62820,,4.00%,2512.8,10.00%,6282,8794.8,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260527F007TK8E,Hoàn thành,233515404280196,2026-05-27 00:23:25,2026-06-03 11:12:57,2026-05-27 00:21:14,ỐP LƯNG IPHONE—angerladadi,684625373,Preferred(CB),50208273853,Vỏ Mới Mờ Mờ Chống Vân Tay Tối Giản Sang Trọng Lớn Bảo Vệ Ống Kính Cửa Sổ Lớn Túi Khí Chống Sốc Từ Màu Trắng Vỏ Điện Thoại Cho i,385735532848,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,"Vỏ bao, Ốp lưng & Miếng dán",238680,1,XTRA Comm,,155142,,4.00%,6205.68,10.00%,15514.2,21719.88,6205.68,15514.2,21719.88,,0,0.00%,0,100.00%,21719.88,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260527EYRV8X78,Hoàn thành,233515158294586,2026-05-27 00:19:39,2026-06-02 11:21:34,2026-05-27 00:18:56,Applenguyen94 Mẹ Chọn Bé Yêu,9083344,C2C(Non-CB),3295039519,Khẩu trang Nhật Bản Unicharm hộp 100 cái,83567697912,Normal Product,,Sức Khỏe,Vật tư y tế,Bao tay và khẩu trang y tế,225000,2,Shopee Comm,,292500,,4.00%,11700,0.00%,0,11700,11700,0,11700,,0,0.00%,0,100.00%,11700,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260525C7C1E4A0,Hoàn thành,233420237211700,2026-05-25 21:57:17,2026-05-31 16:31:45,2026-05-25 21:56:34,RhysMan Store,789417307,Shopee Mall(Non-CB),14287246784,Sữa tắm gội nam 3in1 RHYS MAN hương nước hoa Rhys Legend 350ml,265127278417,Normal Product,,Sắc Đẹp,Chăm sóc nam giới,Sữa tắm & chăm sóc cơ thể,189000,1,XTRA Comm,,160650,,4.00%,6426,10.00%,16065,22491,6426,16065,22491,,0,0.00%,0,100.00%,22491,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Facebook
2605234UCKP7RS,Hoàn thành,233166853286520,2026-05-22 23:34:13,2026-05-27 13:12:07,2026-05-22 23:32:42,NiLANK Shop,1041817117,Preferred(CB),27401879040,Nilank Remote Điều khiển điều hòa máy lạnh for SHARP Khóa tiết kiệm năng lượng ECO,197561087785,Normal Product,,Thiết Bị Điện Gia Dụng,Thiết bị điều khiển từ xa,,58000,1,XTRA Comm,,49300,,4.00%,1972,2.00%,986,2958,1972,986,2958,,0,0.00%,0,100.00%,2958,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2605234U42XDP3,Hoàn thành,233166568293937,2026-05-22 23:29:49,2026-05-27 11:45:32,2026-05-22 23:27:38,SUR.MEDIC VIỆT NAM,308769229,Shopee Mall(Non-CB),6354267223,Combo 10 Mặt Nạ Dưỡng Sáng SUR.MEDIC+ Bright Glutathione Mask 30g/miếng,340938510860,Normal Product,,Sắc Đẹp,Chăm sóc da mặt,Mặt nạ,199000,1,Shopee Comm,,175120,,4.00%,7004.8,0.00%,0,7004.8,7004.8,0,7004.8,,0,0.00%,0,100.00%,7004.8,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260520TF332DNH,Hoàn thành,232909563219075,2026-05-20 00:06:03,2026-05-25 13:24:18,2026-05-18 11:37:44,Tổng Kho Đông Bắc,1372919802,Preferred(Non-CB),29183535806,"Diệt Mối Mọt THÁI LAN 500ml,Chuyên Diệt Mối Khung Gỗ, Sàn Gỗ, Tủ Bếp, Tường Trần Nhà, Mọt Mây Tre",224108033016,Normal Product,,Nhà cửa & Đời sống,Dụng cụ chăm sóc nhà cửa,Thuốc và dụng cụ diệt côn trùng,43336,1,XTRA Comm,,43336,,4.00%,1733.44,8.00%,3466.88,5200.32,1733.44,3466.88,5200.32,,0,0.00%,0,100.00%,5200.32,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260520TF1WVUCQ,Hoàn thành,232909524230067,2026-05-20 00:05:24,2026-05-25 13:08:28,2026-05-19 14:55:16,Điện gia dụng Bảo Minh,19313086,Preferred(Non-CB),22841415195,Đèn sạc tích điện đa năng Honjianda HJD-320 48 bóng LED siêu sáng-BM,315022640416,Normal Product,,Nhà cửa & Đời sống,Đèn,,439000,2,Shopee Comm,,719960,,4.00%,28798.4,0.00%,0,28798.4,28798.4,0,28798.4,,0,0.00%,0,100.00%,28798.4,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260517M8X5MJQF,Hoàn thành,232696797252046,2026-05-17 12:59:58,2026-05-21 15:41:23,2026-05-17 12:58:31,THIENLONG PHARMA,187219278,Preferred(Non-CB),27762043546,Khẩu trang chống tia UV- Proof Mask UNICARE chất vải lụa mềm mịn thoáng mát chống nắng hiệu quả,256645660350,Normal Product,,Phụ Kiện Thời Trang,Phụ kiện thêm,Khẩu trang thời trang,78950,2,XTRA Comm,,102320,,7.00%,7162.4,8.00%,8185.6,15348,7162.4,8185.6,15348,,0,0.00%,0,100.00%,15348,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260515DVW7D70R,Đã hủy,232477722222019,2026-05-15 00:08:42,--,2026-05-14 16:57:34,Lamie.workshop,1081335796,C2C(Non-CB),24730129544,Dây treo điện thoại đôi Satoru Gojo x Suguru Geto | Satoru Gojo and Suguru Geto Matching Phone Chain,157299867144,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,Dây đeo điện thoại & Móc khóa,33250,0,XTRA Comm,,0,28250,4.00%,0,5.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng bị hủy bởi người bán.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260515DVK612AY,Hoàn thành,232477385239949,2026-05-15 00:03:05,2026-05-21 14:18:44,2026-05-13 14:18:42,HASAKI VIETNAM,18644537,Preferred(Non-CB),20300020847,[DAILY] Kem Chống Nắng MartiDerm Phổ Rộng Bảo Vệ Toàn Diện 40ml Hasaki Sản Phẩm Chính Hãng,144189116884,Normal Product,,Sắc Đẹp,Chăm sóc da mặt,Kem chống nắng cho mặt,699000,1,Shopee Comm,,531200,,4.00%,21248,0.00%,0,21248,21248,0,21248,,0,0.00%,0,100.00%,21248,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260514CD5CD9MY,Hoàn thành,232426457291196,2026-05-14 09:54:38,2026-05-20 11:28:55,2026-05-14 09:54:16,Decor Thuquyn98,995558961,Preferred(Non-CB),24694504456,"Giá đỡ để bàn đa năng JC-001 quay đa hướng, phù hợp quay video sản phẩm, livestream",227740782767,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,Phụ kiện selfie,80850,2,Shopee Comm,,139062,,4.00%,5562.48,0.00%,0,5562.48,5562.48,0,5562.48,,0,0.00%,0,100.00%,5562.48,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2605116186BY47,Hoàn thành,232207508298200,2026-05-11 21:05:29,2026-05-16 13:28:46,2026-05-11 17:37:59,Kính cường lực-Technology_news,156881959,Preferred(Non-CB),23731516060,Cường lực WK trong suốt và chống nhìn trộm cho iphone 17 16 pro max 15 plus 14 13 12 11 xr xs x 7 8,257747223866,Normal Product,,Điện Thoại & Phụ Kiện,Phụ kiện,Miếng dán màn hình,35000,2,Shopee Comm,,63000,,4.00%,2520,0.00%,0,2520,2520,0,2520,,0,0.00%,0,100.00%,2520,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
2605101ARF18YW,Hoàn thành,232045918237004,2026-05-10 00:11:58,2026-05-14 12:42:08,2026-05-09 19:30:39,Gốm Lộc Phát,879882298,C2C(Non-CB),51002327311,"Hũ đựng gạo Bát Tràng, Chum đựng gạo Bát Tràng",325225874346,Normal Product,,Nhà cửa & Đời sống,Dụng cụ nhà bếp,Hộp đựng thực phẩm,305760,1,XTRA Comm,,262953,,4.00%,10518.12,7.00%,18406.71,28924.83,10518.12,18406.71,28924.83,,0,0.00%,0,100.00%,28924.83,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260507PV10KKPD,Hoàn thành,231786013217029,2026-05-07 00:00:13,2026-05-11 11:20:00,2026-05-04 23:12:52,ZooZoo.Fashion,442440935,Preferred(Non-CB),28378278929,Live GREA Quần Jean Nam Mỹ Retro Sọc Dọc Eo Co Giãn Chân Thẳng Quần Ống Rộng,188366082574,Normal Product,,Thời Trang Nam,Quần jean,,197998,1,XTRA Comm,,174238,,7.00%,12196.66,5.00%,8711.9,20908.56,12196.66,8711.9,20908.56,,0,0.00%,0,100.00%,20908.56,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260505HU74K2VF,Hoàn thành,231613346283261,2026-05-05 00:02:26,2026-05-09 11:10:11,2026-05-04 23:46:48,Tinh dầu VEMODA ,284713482,Preferred(Non-CB),17327500743,Gội là đen thảo dược cao cấp Lucky Star phiên bản Kèm lược [MỚI]. Dầu gội nhuộm tóc tại nhà,154236997787,Normal Product,,Sắc Đẹp,Chăm sóc tóc,Dầu gội,52000,1,XTRA Comm,,42000,,4.00%,1680,2.00%,840,2520,1680,840,2520,,0,0.00%,0,100.00%,2520,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260505HU2Y1G93,Hoàn thành,231613206241775,2026-05-05 00:00:10,2026-05-09 11:21:52,2026-05-04 23:48:00,BOM Cosmetics Official Store,151997290,Shopee Mall(Non-CB),12732401317,Son Thỏi Lì Siêu Mịn BOM My Lipstick 3.5g,246704207866,Normal Product,,Sắc Đẹp,Trang điểm,Trang điểm môi,349000,1,XTRA Comm,,244998,,4.00%,9799.92,10.00%,24499.8,34299.72,9799.92,24499.8,34299.72,,0,0.00%,0,100.00%,34299.72,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
